schedule_id,vessel_id,planned_berth_id,scheduled_arrival,expected_arrival,arrival_deviation_h,expected_handling_duration_h,expected_departure,priority,synthetic
00000000-0000-0000-0000-00000000080b,00000000-0000-0000-0000-000000000423,00000000-0000-0000-0000-000000000067,2026-01-18T21:37:20.528533+00:00,2026-01-18T21:37:20.528533+00:00,0.0,21.0,2026-01-19T19:37:20.528533+00:00,normal,True
00000000-0000-0000-0000-00000000080c,00000000-0000-0000-0000-000000000424,00000000-0000-0000-0000-000000000067,2026-01-18T23:52:03.492416+00:00,2026-01-18T23:52:03.492416+00:00,0.0,5.3,2026-01-19T06:10:03.492416+00:00,normal,True
00000000-0000-0000-0000-00000000080d,00000000-0000-0000-0000-000000000425,00000000-0000-0000-0000-000000000067,2026-01-19T01:16:29.111732+00:00,2026-01-19T01:16:29.111732+00:00,0.0,7.7,2026-01-19T09:58:29.111732+00:00,high,True
00000000-0000-0000-0000-00000000080e,00000000-0000-0000-0000-000000000426,00000000-0000-0000-0000-000000000069,2026-01-19T02:28:22.811837+00:00,2026-01-19T01:52:22.811837+00:00,-0.6,13.8,2026-01-19T16:40:22.811837+00:00,normal,True
00000000-0000-0000-0000-00000000080f,00000000-0000-0000-0000-000000000427,00000000-0000-0000-0000-000000000064,2026-01-19T04:53:33.248178+00:00,2026-01-19T04:53:33.248178+00:00,0.0,9.4,2026-01-19T15:17:33.248178+00:00,normal,True
00000000-0000-0000-0000-000000000810,00000000-0000-0000-0000-000000000428,00000000-0000-0000-0000-000000000069,2026-01-19T06:04:44.354427+00:00,2026-01-19T19:16:44.354427+00:00,13.2,7.3,2026-01-20T03:34:44.354427+00:00,low,True
00000000-0000-0000-0000-000000000811,00000000-0000-0000-0000-000000000429,00000000-0000-0000-0000-000000000069,2026-01-19T08:22:27.864186+00:00,2026-01-19T08:22:27.864186+00:00,0.0,5.2,2026-01-19T14:34:27.864186+00:00,critical,True
00000000-0000-0000-0000-000000000812,00000000-0000-0000-0000-00000000042a,00000000-0000-0000-0000-000000000069,2026-01-19T09:34:47.346054+00:00,2026-01-19T09:34:47.346054+00:00,0.0,9.7,2026-01-19T20:16:47.346054+00:00,low,True
00000000-0000-0000-0000-000000000813,00000000-0000-0000-0000-00000000042b,00000000-0000-0000-0000-000000000067,2026-01-19T11:04:02.208578+00:00,2026-01-19T11:04:02.208578+00:00,0.0,14.7,2026-01-20T02:46:02.208578+00:00,normal,True
00000000-0000-0000-0000-000000000814,00000000-0000-0000-0000-00000000042c,00000000-0000-0000-0000-000000000067,2026-01-19T12:09:59.967933+00:00,2026-01-19T13:33:59.967933+00:00,1.4,20.2,2026-01-20T10:45:59.967933+00:00,normal,True
00000000-0000-0000-0000-000000000815,00000000-0000-0000-0000-00000000042d,00000000-0000-0000-0000-000000000067,2026-01-19T13:27:23.990188+00:00,2026-01-19T13:27:23.990188+00:00,0.0,14.8,2026-01-20T05:15:23.990188+00:00,critical,True
00000000-0000-0000-0000-000000000816,00000000-0000-0000-0000-00000000042e,00000000-0000-0000-0000-000000000067,2026-01-19T15:01:20.430868+00:00,2026-01-19T15:01:20.430868+00:00,0.0,13.4,2026-01-20T05:25:20.430868+00:00,high,True
00000000-0000-0000-0000-000000000817,00000000-0000-0000-0000-00000000042f,00000000-0000-0000-0000-000000000067,2026-01-19T16:54:55.572098+00:00,2026-01-19T16:54:55.572098+00:00,0.0,20.6,2026-01-20T14:30:55.572098+00:00,normal,True
00000000-0000-0000-0000-000000000818,00000000-0000-0000-0000-000000000430,00000000-0000-0000-0000-000000000067,2026-01-19T19:00:08.268551+00:00,2026-01-19T19:00:08.268551+00:00,0.0,19.2,2026-01-20T15:12:08.268551+00:00,low,True
00000000-0000-0000-0000-000000000819,00000000-0000-0000-0000-000000000431,00000000-0000-0000-0000-000000000067,2026-01-19T21:57:49.845897+00:00,2026-01-19T21:57:49.845897+00:00,0.0,21.0,2026-01-20T19:57:49.845897+00:00,normal,True
00000000-0000-0000-0000-00000000081a,00000000-0000-0000-0000-000000000432,00000000-0000-0000-0000-000000000069,2026-01-19T23:14:21.806007+00:00,2026-01-19T22:14:21.806007+00:00,-1.0,8.8,2026-01-20T08:02:21.806007+00:00,normal,True
