timestamp,temperature_c,wind_speed_knots,precipitation_mm,visibility_km,weather_condition,operational_impact,synthetic
2026-01-15T21:00:00+00:00,28.0,12.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-15T22:00:00+00:00,27.2,16.2,0.0,10.0,clear,0.0,True
2026-01-15T23:00:00+00:00,26.3,15.1,0.0,10.0,clear,0.0,True
2026-01-16T00:00:00+00:00,26.0,10.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T01:00:00+00:00,24.9,10.0,0.0,10.0,clear,0.0,True
2026-01-16T02:00:00+00:00,24.5,9.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T03:00:00+00:00,24.6,10.7,0.0,10.0,clear,0.0,True
2026-01-16T04:00:00+00:00,25.5,12.3,0.0,10.0,clear,0.0,True
2026-01-16T05:00:00+00:00,25.8,9.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T06:00:00+00:00,25.7,8.2,0.0,10.0,clear,0.0,True
2026-01-16T07:00:00+00:00,25.9,16.1,4.9,6.4,rain,0.2,True
2026-01-16T08:00:00+00:00,28.0,11.3,0.0,10.0,clear,0.0,True
2026-01-16T09:00:00+00:00,28.7,12.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T10:00:00+00:00,28.0,21.3,21.2,2.7,squall,0.5,True
2026-01-16T11:00:00+00:00,30.5,12.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T12:00:00+00:00,29.9,8.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T13:00:00+00:00,31.9,11.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T14:00:00+00:00,31.4,12.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T15:00:00+00:00,31.1,28.7,19.3,2.5,squall,0.5,True
2026-01-16T16:00:00+00:00,30.9,14.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T17:00:00+00:00,30.9,16.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T18:00:00+00:00,31.5,15.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T19:00:00+00:00,29.9,35.4,28.5,1.0,thunderstorm,0.85,True
2026-01-16T20:00:00+00:00,28.7,15.0,0.0,10.0,clear,0.0,True
2026-01-16T21:00:00+00:00,28.5,10.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-16T22:00:00+00:00,26.4,10.8,0.0,10.0,clear,0.0,True
2026-01-16T23:00:00+00:00,26.5,14.5,0.0,10.0,clear,0.0,True
2026-01-17T00:00:00+00:00,24.9,8.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T01:00:00+00:00,24.4,13.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T02:00:00+00:00,25.4,11.1,0.0,10.0,clear,0.0,True
2026-01-17T03:00:00+00:00,25.1,9.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T04:00:00+00:00,25.1,20.0,15.9,4.1,squall,0.5,True
2026-01-17T05:00:00+00:00,25.3,7.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T06:00:00+00:00,25.7,11.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T07:00:00+00:00,25.8,10.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T08:00:00+00:00,26.5,9.9,0.0,10.0,clear,0.0,True
2026-01-17T09:00:00+00:00,27.5,11.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T10:00:00+00:00,29.7,13.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T11:00:00+00:00,30.6,10.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T12:00:00+00:00,30.5,13.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T13:00:00+00:00,31.4,15.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T14:00:00+00:00,31.6,15.5,0.0,10.0,clear,0.0,True
2026-01-17T15:00:00+00:00,32.5,15.9,0.0,10.0,clear,0.0,True
2026-01-17T16:00:00+00:00,30.4,15.2,0.0,10.0,clear,0.0,True
2026-01-17T17:00:00+00:00,31.0,17.4,0.0,10.0,clear,0.0,True
2026-01-17T18:00:00+00:00,29.8,17.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T19:00:00+00:00,29.9,15.5,0.0,10.0,clear,0.0,True
2026-01-17T20:00:00+00:00,29.6,15.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T21:00:00+00:00,28.7,24.5,13.7,4.1,squall,0.5,True
2026-01-17T22:00:00+00:00,27.5,13.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T23:00:00+00:00,25.6,22.5,3.0,8.0,rain,0.2,True
2026-01-18T00:00:00+00:00,24.9,8.3,0.0,10.0,clear,0.0,True
2026-01-18T01:00:00+00:00,25.4,13.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T02:00:00+00:00,24.2,12.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T03:00:00+00:00,24.9,7.6,0.0,10.0,clear,0.0,True
2026-01-18T04:00:00+00:00,23.9,9.3,0.0,10.0,clear,0.0,True
2026-01-18T05:00:00+00:00,25.3,9.9,0.0,10.0,clear,0.0,True
2026-01-18T06:00:00+00:00,25.2,9.6,0.0,10.0,clear,0.0,True
2026-01-18T07:00:00+00:00,25.7,31.6,34.9,2.2,thunderstorm,0.85,True
2026-01-18T08:00:00+00:00,27.5,11.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T09:00:00+00:00,28.7,21.6,20.9,2.7,squall,0.5,True
2026-01-18T10:00:00+00:00,28.6,6.7,0.0,10.0,clear,0.0,True
2026-01-18T11:00:00+00:00,29.5,13.4,0.0,10.0,clear,0.0,True
2026-01-18T12:00:00+00:00,30.3,12.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T13:00:00+00:00,30.7,13.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T14:00:00+00:00,31.4,13.4,0.0,10.0,clear,0.0,True
2026-01-18T15:00:00+00:00,31.2,10.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T16:00:00+00:00,30.5,14.8,0.0,10.0,clear,0.0,True
2026-01-18T17:00:00+00:00,30.5,11.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T18:00:00+00:00,30.1,16.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T19:00:00+00:00,30.1,15.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T20:00:00+00:00,28.9,19.9,3.5,5.8,rain,0.2,True
2026-01-18T21:00:00+00:00,28.7,16.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T22:00:00+00:00,26.8,12.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T23:00:00+00:00,25.6,11.8,0.0,10.0,clear,0.0,True
2026-01-19T00:00:00+00:00,25.4,11.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T01:00:00+00:00,25.5,16.5,7.6,6.3,rain,0.2,True
2026-01-19T02:00:00+00:00,24.8,27.2,21.1,3.7,squall,0.5,True
2026-01-19T03:00:00+00:00,24.4,18.4,6.3,7.2,rain,0.2,True
2026-01-19T04:00:00+00:00,24.7,27.9,18.7,3.4,squall,0.5,True
2026-01-19T05:00:00+00:00,24.2,6.3,0.0,10.0,clear,0.0,True
2026-01-19T06:00:00+00:00,25.0,10.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T07:00:00+00:00,25.3,8.6,0.0,10.0,clear,0.0,True
2026-01-19T08:00:00+00:00,26.7,18.8,12.9,3.1,squall,0.5,True
2026-01-19T09:00:00+00:00,28.4,9.7,0.0,10.0,clear,0.0,True
2026-01-19T10:00:00+00:00,28.4,7.4,0.0,10.0,clear,0.0,True
2026-01-19T11:00:00+00:00,29.5,8.5,0.0,10.0,clear,0.0,True
2026-01-19T12:00:00+00:00,30.1,12.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T13:00:00+00:00,30.4,9.4,0.0,10.0,clear,0.0,True
2026-01-19T14:00:00+00:00,31.0,12.6,0.0,10.0,clear,0.0,True
2026-01-19T15:00:00+00:00,32.1,16.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T16:00:00+00:00,31.7,14.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T17:00:00+00:00,30.2,19.0,7.7,7.8,rain,0.2,True
2026-01-19T18:00:00+00:00,30.3,16.5,0.0,10.0,clear,0.0,True
2026-01-19T19:00:00+00:00,29.7,16.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T20:00:00+00:00,28.2,14.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T21:00:00+00:00,28.0,25.4,5.3,6.2,rain,0.2,True
2026-01-19T22:00:00+00:00,27.7,12.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T23:00:00+00:00,26.2,14.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T00:00:00+00:00,25.9,11.4,0.0,10.0,clear,0.0,True
2026-01-20T01:00:00+00:00,25.7,12.4,0.0,10.0,clear,0.0,True
2026-01-20T02:00:00+00:00,25.3,6.9,0.0,10.0,clear,0.0,True
2026-01-20T03:00:00+00:00,25.1,22.5,18.9,3.5,squall,0.5,True
2026-01-20T04:00:00+00:00,24.7,5.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T05:00:00+00:00,25.2,16.5,4.4,7.3,rain,0.2,True
2026-01-20T06:00:00+00:00,25.8,21.4,19.5,3.0,squall,0.5,True
2026-01-20T07:00:00+00:00,26.2,7.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T08:00:00+00:00,27.5,7.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T09:00:00+00:00,27.1,12.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T10:00:00+00:00,28.8,7.0,0.0,10.0,clear,0.0,True
2026-01-20T11:00:00+00:00,29.2,15.4,3.0,5.0,rain,0.2,True
2026-01-20T12:00:00+00:00,30.8,9.2,0.0,10.0,clear,0.0,True
2026-01-20T13:00:00+00:00,31.6,14.0,0.0,10.0,clear,0.0,True
2026-01-20T14:00:00+00:00,31.9,24.3,14.9,3.3,squall,0.5,True
2026-01-20T15:00:00+00:00,31.6,14.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T16:00:00+00:00,31.8,17.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T17:00:00+00:00,31.0,14.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T18:00:00+00:00,30.3,17.8,2.5,7.1,rain,0.2,True
2026-01-20T19:00:00+00:00,28.9,23.6,3.4,6.7,rain,0.2,True
2026-01-20T20:00:00+00:00,28.0,15.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T21:00:00+00:00,27.2,19.5,6.6,7.6,rain,0.2,True
2026-01-20T22:00:00+00:00,26.3,11.4,0.0,10.0,clear,0.0,True
2026-01-20T23:00:00+00:00,27.1,11.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T00:00:00+00:00,25.2,17.9,4.6,5.2,rain,0.2,True
2026-01-21T01:00:00+00:00,25.4,12.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T02:00:00+00:00,24.6,11.8,0.0,10.0,clear,0.0,True
2026-01-21T03:00:00+00:00,24.2,6.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T04:00:00+00:00,24.4,10.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T05:00:00+00:00,24.7,8.6,0.0,10.0,clear,0.0,True
2026-01-21T06:00:00+00:00,26.2,8.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T07:00:00+00:00,25.3,10.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T08:00:00+00:00,27.5,12.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T09:00:00+00:00,27.6,11.4,0.0,10.0,clear,0.0,True
2026-01-21T10:00:00+00:00,28.8,33.8,22.8,2.2,thunderstorm,0.85,True
2026-01-21T11:00:00+00:00,28.9,9.3,0.0,10.0,clear,0.0,True
2026-01-21T12:00:00+00:00,29.8,21.0,5.2,6.3,rain,0.2,True
2026-01-21T13:00:00+00:00,30.9,12.1,0.0,10.0,clear,0.0,True
2026-01-21T14:00:00+00:00,31.1,16.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T15:00:00+00:00,31.5,10.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T16:00:00+00:00,32.3,10.6,0.0,10.0,clear,0.0,True
2026-01-21T17:00:00+00:00,31.4,17.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T18:00:00+00:00,30.9,11.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T19:00:00+00:00,30.2,11.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T20:00:00+00:00,29.1,36.0,29.6,1.9,thunderstorm,0.85,True
2026-01-21T21:00:00+00:00,27.1,12.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T22:00:00+00:00,26.4,10.2,0.0,10.0,clear,0.0,True
2026-01-21T23:00:00+00:00,26.3,19.2,2.5,5.3,rain,0.2,True
2026-01-22T00:00:00+00:00,26.1,14.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T01:00:00+00:00,24.9,12.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T02:00:00+00:00,25.3,10.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T03:00:00+00:00,25.3,10.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T04:00:00+00:00,24.3,18.9,2.7,6.6,rain,0.2,True
2026-01-22T05:00:00+00:00,24.6,8.0,0.0,10.0,clear,0.0,True
2026-01-22T06:00:00+00:00,25.8,9.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T07:00:00+00:00,25.3,5.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T08:00:00+00:00,27.8,11.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T09:00:00+00:00,27.2,8.7,0.0,10.0,clear,0.0,True
2026-01-22T10:00:00+00:00,28.8,13.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T11:00:00+00:00,29.1,13.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T12:00:00+00:00,30.1,10.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T13:00:00+00:00,30.2,12.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T14:00:00+00:00,31.8,13.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T15:00:00+00:00,31.3,22.1,6.6,6.9,rain,0.2,True
2026-01-22T16:00:00+00:00,30.5,17.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T17:00:00+00:00,31.4,11.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T18:00:00+00:00,29.9,17.4,0.0,10.0,clear,0.0,True
2026-01-22T19:00:00+00:00,29.7,16.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T20:00:00+00:00,29.4,10.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T21:00:00+00:00,27.5,14.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T22:00:00+00:00,26.8,14.9,0.0,10.0,clear,0.0,True
2026-01-22T23:00:00+00:00,26.1,15.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T00:00:00+00:00,26.4,11.8,0.0,10.0,clear,0.0,True
2026-01-23T01:00:00+00:00,25.7,14.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T02:00:00+00:00,23.9,8.8,0.0,10.0,clear,0.0,True
2026-01-23T03:00:00+00:00,24.4,7.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T04:00:00+00:00,24.0,9.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T05:00:00+00:00,25.7,11.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T06:00:00+00:00,26.3,11.3,0.0,10.0,clear,0.0,True
2026-01-23T07:00:00+00:00,26.7,19.8,11.5,3.6,squall,0.5,True
2026-01-23T08:00:00+00:00,27.3,14.1,6.6,5.8,rain,0.2,True
2026-01-23T09:00:00+00:00,27.6,15.4,7.4,7.4,rain,0.2,True
2026-01-23T10:00:00+00:00,28.9,11.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T11:00:00+00:00,30.1,10.2,0.0,10.0,clear,0.0,True
2026-01-23T12:00:00+00:00,31.1,20.5,6.4,6.7,rain,0.2,True
2026-01-23T13:00:00+00:00,31.2,18.3,6.7,5.6,rain,0.2,True
2026-01-23T14:00:00+00:00,31.9,10.2,0.0,10.0,clear,0.0,True
2026-01-23T15:00:00+00:00,32.3,11.6,0.0,10.0,clear,0.0,True
2026-01-23T16:00:00+00:00,31.2,10.8,0.0,10.0,clear,0.0,True
2026-01-23T17:00:00+00:00,31.3,15.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T18:00:00+00:00,29.8,20.3,7.1,5.8,rain,0.2,True
2026-01-23T19:00:00+00:00,29.8,16.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T20:00:00+00:00,28.0,15.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T21:00:00+00:00,27.9,33.2,22.5,2.2,thunderstorm,0.85,True
2026-01-23T22:00:00+00:00,26.4,14.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T23:00:00+00:00,25.6,29.9,12.9,4.2,squall,0.5,True
2026-01-24T00:00:00+00:00,25.9,10.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T01:00:00+00:00,25.8,8.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T02:00:00+00:00,23.7,8.9,0.0,10.0,clear,0.0,True
2026-01-24T03:00:00+00:00,25.1,7.9,0.0,10.0,clear,0.0,True
2026-01-24T04:00:00+00:00,24.9,17.9,2.2,5.9,rain,0.2,True
2026-01-24T05:00:00+00:00,24.6,20.5,10.7,4.3,squall,0.5,True
2026-01-24T06:00:00+00:00,26.2,9.7,0.0,10.0,clear,0.0,True
2026-01-24T07:00:00+00:00,26.5,7.3,0.0,10.0,clear,0.0,True
2026-01-24T08:00:00+00:00,27.6,25.9,12.1,3.5,squall,0.5,True
2026-01-24T09:00:00+00:00,27.9,10.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T10:00:00+00:00,29.5,10.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T11:00:00+00:00,28.9,9.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T12:00:00+00:00,30.6,13.3,0.0,10.0,clear,0.0,True
2026-01-24T13:00:00+00:00,31.3,10.4,0.0,10.0,clear,0.0,True
2026-01-24T14:00:00+00:00,31.7,15.5,0.0,10.0,clear,0.0,True
2026-01-24T15:00:00+00:00,31.8,21.3,3.2,5.9,rain,0.2,True
2026-01-24T16:00:00+00:00,31.6,17.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T17:00:00+00:00,30.2,17.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T18:00:00+00:00,30.7,16.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T19:00:00+00:00,29.5,12.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T20:00:00+00:00,28.3,17.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T21:00:00+00:00,27.7,13.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T22:00:00+00:00,26.1,30.6,16.7,4.3,squall,0.5,True
2026-01-24T23:00:00+00:00,26.5,11.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T00:00:00+00:00,25.5,22.2,6.8,6.8,rain,0.2,True
2026-01-25T01:00:00+00:00,24.5,8.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T02:00:00+00:00,24.6,8.8,0.0,10.0,clear,0.0,True
2026-01-25T03:00:00+00:00,24.6,15.1,5.5,5.8,rain,0.2,True
2026-01-25T04:00:00+00:00,25.5,6.9,0.0,10.0,clear,0.0,True
2026-01-25T05:00:00+00:00,25.4,9.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T06:00:00+00:00,25.4,8.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T07:00:00+00:00,26.2,25.2,20.3,2.5,squall,0.5,True
2026-01-25T08:00:00+00:00,27.8,14.6,4.6,5.2,rain,0.2,True
2026-01-25T09:00:00+00:00,28.5,11.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T10:00:00+00:00,29.3,21.7,7.0,6.3,rain,0.2,True
2026-01-25T11:00:00+00:00,28.8,9.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T12:00:00+00:00,31.4,12.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T13:00:00+00:00,30.6,15.0,0.0,10.0,clear,0.0,True
2026-01-25T14:00:00+00:00,31.8,16.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T15:00:00+00:00,32.5,14.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T16:00:00+00:00,32.4,12.5,0.0,10.0,clear,0.0,True
2026-01-25T17:00:00+00:00,30.7,13.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T18:00:00+00:00,31.4,14.4,0.0,10.0,clear,0.0,True
2026-01-25T19:00:00+00:00,30.2,17.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T20:00:00+00:00,28.8,13.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T21:00:00+00:00,28.8,43.5,41.1,1.5,thunderstorm,0.85,True
2026-01-25T22:00:00+00:00,27.5,11.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T23:00:00+00:00,26.2,14.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T00:00:00+00:00,25.1,21.3,6.5,6.6,rain,0.2,True
2026-01-26T01:00:00+00:00,24.5,12.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T02:00:00+00:00,25.0,7.9,0.0,10.0,clear,0.0,True
2026-01-26T03:00:00+00:00,24.9,6.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T04:00:00+00:00,23.9,9.2,0.0,10.0,clear,0.0,True
2026-01-26T05:00:00+00:00,25.9,9.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T06:00:00+00:00,25.8,8.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T07:00:00+00:00,27.1,8.5,0.0,10.0,clear,0.0,True
2026-01-26T08:00:00+00:00,27.0,11.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T09:00:00+00:00,27.1,7.2,0.0,10.0,clear,0.0,True
2026-01-26T10:00:00+00:00,29.3,8.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T11:00:00+00:00,30.3,9.9,0.0,10.0,clear,0.0,True
2026-01-26T12:00:00+00:00,29.7,8.5,0.0,10.0,clear,0.0,True
2026-01-26T13:00:00+00:00,30.8,30.8,18.9,2.6,squall,0.5,True
2026-01-26T14:00:00+00:00,32.1,15.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T15:00:00+00:00,31.4,23.3,2.8,5.7,rain,0.2,True
2026-01-26T16:00:00+00:00,31.5,15.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T17:00:00+00:00,31.1,17.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T18:00:00+00:00,31.0,17.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T19:00:00+00:00,30.1,15.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T20:00:00+00:00,29.3,11.6,0.0,10.0,clear,0.0,True
2026-01-26T21:00:00+00:00,28.5,15.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T22:00:00+00:00,28.0,15.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T23:00:00+00:00,26.4,10.7,0.0,10.0,clear,0.0,True
2026-01-27T00:00:00+00:00,26.4,11.4,0.0,10.0,clear,0.0,True
2026-01-27T01:00:00+00:00,25.2,9.7,0.0,10.0,clear,0.0,True
2026-01-27T02:00:00+00:00,25.1,11.9,0.0,10.0,clear,0.0,True
2026-01-27T03:00:00+00:00,24.7,18.5,16.9,3.1,squall,0.5,True
2026-01-27T04:00:00+00:00,24.4,8.2,0.0,10.0,clear,0.0,True
2026-01-27T05:00:00+00:00,25.5,10.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T06:00:00+00:00,26.4,7.3,0.0,10.0,clear,0.0,True
2026-01-27T07:00:00+00:00,25.9,6.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T08:00:00+00:00,28.0,25.6,21.0,4.0,squall,0.5,True
2026-01-27T09:00:00+00:00,27.1,9.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T10:00:00+00:00,28.1,6.9,0.0,10.0,clear,0.0,True
2026-01-27T11:00:00+00:00,30.7,11.9,0.0,10.0,clear,0.0,True
2026-01-27T12:00:00+00:00,30.7,13.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T13:00:00+00:00,30.8,17.1,6.1,6.0,rain,0.2,True
2026-01-27T14:00:00+00:00,32.3,15.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T15:00:00+00:00,31.1,12.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T16:00:00+00:00,31.4,15.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T17:00:00+00:00,30.0,15.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T18:00:00+00:00,30.8,17.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T19:00:00+00:00,29.0,15.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T20:00:00+00:00,28.6,13.0,0.0,10.0,clear,0.0,True
2026-01-27T21:00:00+00:00,28.1,14.5,0.0,10.0,clear,0.0,True
2026-01-27T22:00:00+00:00,26.6,11.1,0.0,10.0,partly_cloudy,0.0,True
