timestamp,temperature_c,wind_speed_knots,precipitation_mm,visibility_km,weather_condition,operational_impact,synthetic
2026-01-17T19:00:00+00:00,29.7,14.9,0.0,10.0,clear,0.0,True
2026-01-17T20:00:00+00:00,27.9,14.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T21:00:00+00:00,27.7,13.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T22:00:00+00:00,27.7,12.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-17T23:00:00+00:00,25.7,13.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T00:00:00+00:00,25.8,13.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T01:00:00+00:00,24.0,13.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T02:00:00+00:00,25.3,12.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T03:00:00+00:00,23.8,6.7,0.0,10.0,clear,0.0,True
2026-01-18T04:00:00+00:00,25.3,8.4,0.0,10.0,clear,0.0,True
2026-01-18T05:00:00+00:00,25.7,9.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T06:00:00+00:00,24.9,10.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T07:00:00+00:00,25.6,11.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T08:00:00+00:00,27.0,12.0,0.0,10.0,clear,0.0,True
2026-01-18T09:00:00+00:00,28.7,34.7,40.4,2.4,thunderstorm,0.85,True
2026-01-18T10:00:00+00:00,29.0,9.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T11:00:00+00:00,29.2,12.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T12:00:00+00:00,31.3,8.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T13:00:00+00:00,31.3,10.0,0.0,10.0,clear,0.0,True
2026-01-18T14:00:00+00:00,30.8,14.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T15:00:00+00:00,31.0,16.3,0.0,10.0,clear,0.0,True
2026-01-18T16:00:00+00:00,31.0,15.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T17:00:00+00:00,30.3,13.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T18:00:00+00:00,30.4,18.0,0.0,10.0,clear,0.0,True
2026-01-18T19:00:00+00:00,29.4,14.7,0.0,10.0,clear,0.0,True
2026-01-18T20:00:00+00:00,29.9,14.3,0.0,10.0,clear,0.0,True
2026-01-18T21:00:00+00:00,28.1,13.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T22:00:00+00:00,26.6,9.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-18T23:00:00+00:00,26.6,14.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T00:00:00+00:00,25.4,11.5,0.0,10.0,clear,0.0,True
2026-01-19T01:00:00+00:00,24.7,11.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T02:00:00+00:00,24.3,11.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T03:00:00+00:00,25.3,6.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T04:00:00+00:00,25.4,9.5,0.0,10.0,clear,0.0,True
2026-01-19T05:00:00+00:00,25.7,8.7,0.0,10.0,clear,0.0,True
2026-01-19T06:00:00+00:00,25.4,5.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T07:00:00+00:00,27.2,8.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T08:00:00+00:00,26.2,5.6,0.0,10.0,clear,0.0,True
2026-01-19T09:00:00+00:00,28.3,11.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T10:00:00+00:00,28.7,10.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T11:00:00+00:00,29.1,13.3,0.0,10.0,clear,0.0,True
2026-01-19T12:00:00+00:00,30.5,37.9,31.4,1.8,thunderstorm,0.85,True
2026-01-19T13:00:00+00:00,32.0,15.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T14:00:00+00:00,31.6,10.1,0.0,10.0,clear,0.0,True
2026-01-19T15:00:00+00:00,32.4,14.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T16:00:00+00:00,31.2,11.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T17:00:00+00:00,30.3,14.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T18:00:00+00:00,30.0,25.0,12.1,4.3,squall,0.5,True
2026-01-19T19:00:00+00:00,30.6,12.7,0.0,10.0,clear,0.0,True
2026-01-19T20:00:00+00:00,29.1,15.0,0.0,10.0,clear,0.0,True
2026-01-19T21:00:00+00:00,29.0,14.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T22:00:00+00:00,26.3,9.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-19T23:00:00+00:00,27.1,9.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T00:00:00+00:00,25.0,12.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T01:00:00+00:00,24.3,8.8,0.0,10.0,clear,0.0,True
2026-01-20T02:00:00+00:00,24.7,8.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T03:00:00+00:00,25.4,6.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T04:00:00+00:00,24.5,6.3,0.0,10.0,clear,0.0,True
2026-01-20T05:00:00+00:00,24.6,11.0,0.0,10.0,clear,0.0,True
2026-01-20T06:00:00+00:00,25.2,6.6,0.0,10.0,clear,0.0,True
2026-01-20T07:00:00+00:00,26.8,10.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T08:00:00+00:00,27.7,16.6,4.4,7.1,rain,0.2,True
2026-01-20T09:00:00+00:00,28.8,9.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T10:00:00+00:00,29.0,13.5,0.0,10.0,clear,0.0,True
2026-01-20T11:00:00+00:00,30.6,10.0,0.0,10.0,clear,0.0,True
2026-01-20T12:00:00+00:00,29.7,11.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T13:00:00+00:00,31.2,13.2,0.0,10.0,clear,0.0,True
2026-01-20T14:00:00+00:00,30.5,12.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T15:00:00+00:00,32.4,16.1,0.0,10.0,clear,0.0,True
2026-01-20T16:00:00+00:00,31.9,17.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T17:00:00+00:00,30.4,17.6,0.0,10.0,clear,0.0,True
2026-01-20T18:00:00+00:00,30.2,13.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T19:00:00+00:00,29.9,13.8,0.0,10.0,clear,0.0,True
2026-01-20T20:00:00+00:00,29.1,14.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T21:00:00+00:00,28.6,14.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T22:00:00+00:00,27.6,11.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-20T23:00:00+00:00,26.2,15.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T00:00:00+00:00,25.5,12.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T01:00:00+00:00,24.0,8.1,0.0,10.0,clear,0.0,True
2026-01-21T02:00:00+00:00,24.7,12.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T03:00:00+00:00,24.0,8.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T04:00:00+00:00,25.6,9.6,0.0,10.0,clear,0.0,True
2026-01-21T05:00:00+00:00,24.0,12.4,5.9,7.0,rain,0.2,True
2026-01-21T06:00:00+00:00,25.3,10.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T07:00:00+00:00,27.2,7.2,0.0,10.0,clear,0.0,True
2026-01-21T08:00:00+00:00,26.2,7.4,0.0,10.0,clear,0.0,True
2026-01-21T09:00:00+00:00,27.6,6.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T10:00:00+00:00,28.5,12.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T11:00:00+00:00,28.8,11.5,0.0,10.0,clear,0.0,True
2026-01-21T12:00:00+00:00,30.8,10.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T13:00:00+00:00,31.4,26.0,18.5,2.8,squall,0.5,True
2026-01-21T14:00:00+00:00,30.8,42.7,44.8,1.6,thunderstorm,0.85,True
2026-01-21T15:00:00+00:00,30.7,16.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T16:00:00+00:00,30.6,17.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T17:00:00+00:00,31.1,17.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T18:00:00+00:00,31.2,13.8,0.0,10.0,clear,0.0,True
2026-01-21T19:00:00+00:00,29.7,13.4,0.0,10.0,clear,0.0,True
2026-01-21T20:00:00+00:00,29.1,13.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T21:00:00+00:00,27.7,13.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T22:00:00+00:00,27.6,16.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-21T23:00:00+00:00,25.9,14.3,0.0,10.0,clear,0.0,True
2026-01-22T00:00:00+00:00,25.9,10.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T01:00:00+00:00,24.9,11.6,0.0,10.0,clear,0.0,True
2026-01-22T02:00:00+00:00,23.7,9.9,0.0,10.0,clear,0.0,True
2026-01-22T03:00:00+00:00,24.5,18.6,6.5,7.3,rain,0.2,True
2026-01-22T04:00:00+00:00,23.7,10.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T05:00:00+00:00,25.1,10.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T06:00:00+00:00,24.9,8.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T07:00:00+00:00,26.9,11.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T08:00:00+00:00,26.7,9.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T09:00:00+00:00,27.1,11.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T10:00:00+00:00,29.5,30.8,20.1,2.3,thunderstorm,0.85,True
2026-01-22T11:00:00+00:00,28.9,20.3,2.2,7.8,rain,0.2,True
2026-01-22T12:00:00+00:00,31.0,10.5,0.0,10.0,clear,0.0,True
2026-01-22T13:00:00+00:00,31.3,14.8,0.0,10.0,clear,0.0,True
2026-01-22T14:00:00+00:00,31.1,10.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T15:00:00+00:00,30.6,15.7,0.0,10.0,clear,0.0,True
2026-01-22T16:00:00+00:00,31.5,11.2,0.0,10.0,clear,0.0,True
2026-01-22T17:00:00+00:00,31.8,14.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T18:00:00+00:00,30.3,13.6,0.0,10.0,clear,0.0,True
2026-01-22T19:00:00+00:00,29.5,15.4,0.0,10.0,clear,0.0,True
2026-01-22T20:00:00+00:00,28.5,14.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T21:00:00+00:00,28.4,12.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T22:00:00+00:00,28.1,16.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-22T23:00:00+00:00,26.7,16.8,6.1,6.8,rain,0.2,True
2026-01-23T00:00:00+00:00,24.8,14.6,0.0,10.0,clear,0.0,True
2026-01-23T01:00:00+00:00,24.7,13.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T02:00:00+00:00,24.2,13.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T03:00:00+00:00,24.6,6.0,0.0,10.0,clear,0.0,True
2026-01-23T04:00:00+00:00,25.0,6.0,0.0,10.0,clear,0.0,True
2026-01-23T05:00:00+00:00,24.8,9.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T06:00:00+00:00,25.2,7.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T07:00:00+00:00,26.5,8.4,0.0,10.0,clear,0.0,True
2026-01-23T08:00:00+00:00,27.9,11.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T09:00:00+00:00,28.0,9.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T10:00:00+00:00,29.9,6.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T11:00:00+00:00,30.2,11.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T12:00:00+00:00,30.9,12.8,0.0,10.0,clear,0.0,True
2026-01-23T13:00:00+00:00,30.5,9.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T14:00:00+00:00,32.0,18.9,5.3,6.7,rain,0.2,True
2026-01-23T15:00:00+00:00,32.1,11.8,0.0,10.0,clear,0.0,True
2026-01-23T16:00:00+00:00,31.7,10.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T17:00:00+00:00,31.4,19.4,7.4,7.0,rain,0.2,True
2026-01-23T18:00:00+00:00,31.4,13.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T19:00:00+00:00,30.1,16.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-23T20:00:00+00:00,29.3,11.6,0.0,10.0,clear,0.0,True
2026-01-23T21:00:00+00:00,27.9,10.6,0.0,10.0,clear,0.0,True
2026-01-23T22:00:00+00:00,27.3,11.9,0.0,10.0,clear,0.0,True
2026-01-23T23:00:00+00:00,27.0,12.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T00:00:00+00:00,26.3,9.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T01:00:00+00:00,24.7,7.2,0.0,10.0,clear,0.0,True
2026-01-24T02:00:00+00:00,25.1,7.0,0.0,10.0,clear,0.0,True
2026-01-24T03:00:00+00:00,24.2,11.6,0.0,10.0,clear,0.0,True
2026-01-24T04:00:00+00:00,25.4,31.0,21.3,1.4,thunderstorm,0.85,True
2026-01-24T05:00:00+00:00,24.4,10.9,0.0,10.0,clear,0.0,True
2026-01-24T06:00:00+00:00,25.6,9.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T07:00:00+00:00,26.9,9.5,0.0,10.0,clear,0.0,True
2026-01-24T08:00:00+00:00,26.5,5.7,0.0,10.0,clear,0.0,True
2026-01-24T09:00:00+00:00,28.6,13.3,2.1,5.8,rain,0.2,True
2026-01-24T10:00:00+00:00,28.3,13.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T11:00:00+00:00,30.1,9.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T12:00:00+00:00,31.1,32.0,16.4,2.6,squall,0.5,True
2026-01-24T13:00:00+00:00,31.0,15.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T14:00:00+00:00,31.7,11.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T15:00:00+00:00,32.4,10.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T16:00:00+00:00,31.6,15.5,0.0,10.0,clear,0.0,True
2026-01-24T17:00:00+00:00,30.2,14.8,0.0,10.0,clear,0.0,True
2026-01-24T18:00:00+00:00,30.6,13.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T19:00:00+00:00,29.3,16.8,0.0,10.0,clear,0.0,True
2026-01-24T20:00:00+00:00,29.9,11.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T21:00:00+00:00,27.7,11.0,0.0,10.0,clear,0.0,True
2026-01-24T22:00:00+00:00,27.5,12.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-24T23:00:00+00:00,25.5,11.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T00:00:00+00:00,24.6,8.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T01:00:00+00:00,25.5,13.5,0.0,10.0,clear,0.0,True
2026-01-25T02:00:00+00:00,24.3,13.5,0.0,10.0,clear,0.0,True
2026-01-25T03:00:00+00:00,23.6,12.6,0.0,10.0,clear,0.0,True
2026-01-25T04:00:00+00:00,24.1,10.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T05:00:00+00:00,25.6,13.2,5.4,6.1,rain,0.2,True
2026-01-25T06:00:00+00:00,25.1,6.5,0.0,10.0,clear,0.0,True
2026-01-25T07:00:00+00:00,26.4,5.5,0.0,10.0,clear,0.0,True
2026-01-25T08:00:00+00:00,27.6,6.9,0.0,10.0,clear,0.0,True
2026-01-25T09:00:00+00:00,28.9,12.3,0.0,10.0,clear,0.0,True
2026-01-25T10:00:00+00:00,28.8,10.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T11:00:00+00:00,30.6,11.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T12:00:00+00:00,31.0,10.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T13:00:00+00:00,30.9,11.5,0.0,10.0,clear,0.0,True
2026-01-25T14:00:00+00:00,32.1,14.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T15:00:00+00:00,31.6,12.9,0.0,10.0,clear,0.0,True
2026-01-25T16:00:00+00:00,31.3,16.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T17:00:00+00:00,31.4,16.8,0.0,10.0,clear,0.0,True
2026-01-25T18:00:00+00:00,30.0,17.0,0.0,10.0,clear,0.0,True
2026-01-25T19:00:00+00:00,29.1,11.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T20:00:00+00:00,28.3,16.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-25T21:00:00+00:00,28.4,11.6,0.0,10.0,clear,0.0,True
2026-01-25T22:00:00+00:00,28.1,12.3,0.0,10.0,clear,0.0,True
2026-01-25T23:00:00+00:00,26.4,9.7,0.0,10.0,clear,0.0,True
2026-01-26T00:00:00+00:00,25.3,13.6,0.0,10.0,clear,0.0,True
2026-01-26T01:00:00+00:00,25.7,11.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T02:00:00+00:00,25.5,10.9,0.0,10.0,clear,0.0,True
2026-01-26T03:00:00+00:00,24.6,8.2,0.0,10.0,clear,0.0,True
2026-01-26T04:00:00+00:00,25.0,18.7,10.0,3.3,squall,0.5,True
2026-01-26T05:00:00+00:00,25.5,6.3,0.0,10.0,clear,0.0,True
2026-01-26T06:00:00+00:00,26.4,17.5,2.9,6.8,rain,0.2,True
2026-01-26T07:00:00+00:00,26.2,10.8,0.0,10.0,clear,0.0,True
2026-01-26T08:00:00+00:00,26.6,7.8,0.0,10.0,clear,0.0,True
2026-01-26T09:00:00+00:00,28.9,8.1,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T10:00:00+00:00,28.0,10.4,0.0,10.0,clear,0.0,True
2026-01-26T11:00:00+00:00,30.2,10.0,0.0,10.0,clear,0.0,True
2026-01-26T12:00:00+00:00,30.8,9.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T13:00:00+00:00,31.5,9.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T14:00:00+00:00,31.3,38.4,32.7,2.4,thunderstorm,0.85,True
2026-01-26T15:00:00+00:00,31.3,12.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T16:00:00+00:00,31.3,12.0,0.0,10.0,clear,0.0,True
2026-01-26T17:00:00+00:00,31.6,13.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T18:00:00+00:00,31.1,11.9,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T19:00:00+00:00,28.8,14.2,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T20:00:00+00:00,28.2,28.3,15.2,4.1,squall,0.5,True
2026-01-26T21:00:00+00:00,27.3,13.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-26T22:00:00+00:00,26.1,16.0,0.0,10.0,clear,0.0,True
2026-01-26T23:00:00+00:00,25.3,13.7,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T00:00:00+00:00,26.5,12.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T01:00:00+00:00,25.7,12.8,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T02:00:00+00:00,24.2,9.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T03:00:00+00:00,24.7,6.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T04:00:00+00:00,25.0,9.4,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T05:00:00+00:00,25.1,7.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T06:00:00+00:00,25.0,11.4,0.0,10.0,clear,0.0,True
2026-01-27T07:00:00+00:00,26.7,11.3,0.0,10.0,clear,0.0,True
2026-01-27T08:00:00+00:00,26.7,10.3,0.0,10.0,clear,0.0,True
2026-01-27T09:00:00+00:00,27.8,12.0,0.0,10.0,clear,0.0,True
2026-01-27T10:00:00+00:00,29.4,13.3,0.0,10.0,clear,0.0,True
2026-01-27T11:00:00+00:00,29.0,8.3,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T12:00:00+00:00,31.2,37.2,22.6,1.9,thunderstorm,0.85,True
2026-01-27T13:00:00+00:00,30.7,19.0,6.1,6.3,rain,0.2,True
2026-01-27T14:00:00+00:00,32.2,10.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T15:00:00+00:00,32.4,15.0,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T16:00:00+00:00,30.7,16.8,0.0,10.0,clear,0.0,True
2026-01-27T17:00:00+00:00,31.5,16.1,0.0,10.0,clear,0.0,True
2026-01-27T18:00:00+00:00,30.5,14.5,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T19:00:00+00:00,29.2,14.6,0.0,10.0,partly_cloudy,0.0,True
2026-01-27T20:00:00+00:00,28.6,14.4,0.0,10.0,clear,0.0,True
2026-01-27T21:00:00+00:00,28.0,28.7,18.4,3.0,squall,0.5,True
2026-01-27T22:00:00+00:00,26.9,12.8,0.0,10.0,partly_cloudy,0.0,True
