schedule_id,vessel_id,planned_berth_id,scheduled_arrival,expected_arrival,arrival_deviation_h,expected_handling_duration_h,expected_departure,priority,synthetic
00000000-0000-0000-0000-0000000007e5,00000000-0000-0000-0000-0000000003fd,00000000-0000-0000-0000-000000000067,2026-01-17T09:53:59.193777+00:00,2026-01-17T19:05:59.193777+00:00,9.2,20.1,2026-01-18T16:11:59.193777+00:00,low,True
00000000-0000-0000-0000-0000000007e6,00000000-0000-0000-0000-0000000003fe,00000000-0000-0000-0000-000000000064,2026-01-17T11:49:09.296067+00:00,2026-01-17T15:01:09.296067+00:00,3.2,9.3,2026-01-18T01:19:09.296067+00:00,low,True
00000000-0000-0000-0000-0000000007e7,00000000-0000-0000-0000-0000000003ff,00000000-0000-0000-0000-000000000067,2026-01-17T13:43:43.188359+00:00,2026-01-17T13:43:43.188359+00:00,0.0,20.1,2026-01-18T10:49:43.188359+00:00,normal,True
00000000-0000-0000-0000-0000000007e8,00000000-0000-0000-0000-000000000400,00000000-0000-0000-0000-000000000069,2026-01-17T16:40:05.358915+00:00,2026-01-18T01:04:05.358915+00:00,8.4,4.6,2026-01-18T06:40:05.358915+00:00,critical,True
00000000-0000-0000-0000-0000000007e9,00000000-0000-0000-0000-000000000401,00000000-0000-0000-0000-000000000067,2026-01-17T17:45:36.911215+00:00,2026-01-17T19:27:36.911215+00:00,1.7,9.9,2026-01-18T06:21:36.911215+00:00,normal,True
00000000-0000-0000-0000-0000000007ea,00000000-0000-0000-0000-000000000402,00000000-0000-0000-0000-000000000067,2026-01-17T20:45:40.615748+00:00,2026-01-17T20:15:40.615748+00:00,-0.5,20.7,2026-01-18T17:57:40.615748+00:00,normal,True
00000000-0000-0000-0000-0000000007eb,00000000-0000-0000-0000-000000000403,00000000-0000-0000-0000-000000000067,2026-01-17T23:19:56.017868+00:00,2026-01-17T23:19:56.017868+00:00,0.0,19.4,2026-01-18T19:43:56.017868+00:00,normal,True
00000000-0000-0000-0000-0000000007ec,00000000-0000-0000-0000-000000000404,00000000-0000-0000-0000-000000000067,2026-01-18T00:15:08.229335+00:00,2026-01-18T00:15:08.229335+00:00,0.0,14.8,2026-01-18T16:03:08.229335+00:00,high,True
00000000-0000-0000-0000-0000000007ed,00000000-0000-0000-0000-000000000405,00000000-0000-0000-0000-000000000069,2026-01-18T03:20:28.495290+00:00,2026-01-18T06:26:28.495290+00:00,3.1,9.8,2026-01-18T17:14:28.495290+00:00,critical,True
00000000-0000-0000-0000-0000000007ee,00000000-0000-0000-0000-000000000406,00000000-0000-0000-0000-000000000068,2026-01-18T04:21:46.783578+00:00,2026-01-18T07:09:46.783578+00:00,2.8,5.0,2026-01-18T13:09:46.783578+00:00,normal,True
00000000-0000-0000-0000-0000000007ef,00000000-0000-0000-0000-000000000407,00000000-0000-0000-0000-000000000067,2026-01-18T07:01:30.647523+00:00,2026-01-18T09:49:30.647523+00:00,2.8,9.1,2026-01-18T19:55:30.647523+00:00,high,True
00000000-0000-0000-0000-0000000007f0,00000000-0000-0000-0000-000000000408,00000000-0000-0000-0000-000000000067,2026-01-18T10:36:07.226693+00:00,2026-01-18T09:54:07.226693+00:00,-0.7,21.3,2026-01-19T08:12:07.226693+00:00,high,True
00000000-0000-0000-0000-0000000007f1,00000000-0000-0000-0000-000000000409,00000000-0000-0000-0000-000000000067,2026-01-18T13:31:35.873495+00:00,2026-01-18T15:31:35.873495+00:00,2.0,14.2,2026-01-19T06:43:35.873495+00:00,critical,True
00000000-0000-0000-0000-0000000007f2,00000000-0000-0000-0000-00000000040a,00000000-0000-0000-0000-000000000067,2026-01-18T15:28:52.432210+00:00,2026-01-18T15:28:52.432210+00:00,0.0,19.5,2026-01-19T11:58:52.432210+00:00,low,True
00000000-0000-0000-0000-0000000007f3,00000000-0000-0000-0000-00000000040b,00000000-0000-0000-0000-000000000064,2026-01-18T19:10:55.312028+00:00,2026-01-18T20:58:55.312028+00:00,1.8,5.7,2026-01-19T03:40:55.312028+00:00,high,True
00000000-0000-0000-0000-0000000007f4,00000000-0000-0000-0000-00000000040c,00000000-0000-0000-0000-000000000067,2026-01-18T21:09:34.819839+00:00,2026-01-18T21:09:34.819839+00:00,0.0,4.5,2026-01-19T02:39:34.819839+00:00,low,True
00000000-0000-0000-0000-0000000007f5,00000000-0000-0000-0000-00000000040d,00000000-0000-0000-0000-000000000069,2026-01-19T00:33:18.301721+00:00,2026-01-19T03:27:18.301721+00:00,2.9,8.7,2026-01-19T13:09:18.301721+00:00,normal,True
00000000-0000-0000-0000-0000000007f6,00000000-0000-0000-0000-00000000040e,00000000-0000-0000-0000-000000000067,2026-01-19T02:05:53.491055+00:00,2026-01-19T02:05:53.491055+00:00,0.0,3.4,2026-01-19T06:29:53.491055+00:00,normal,True
00000000-0000-0000-0000-0000000007f7,00000000-0000-0000-0000-00000000040f,00000000-0000-0000-0000-000000000067,2026-01-19T04:21:49.345326+00:00,2026-01-19T04:21:49.345326+00:00,0.0,14.4,2026-01-19T19:45:49.345326+00:00,high,True
00000000-0000-0000-0000-0000000007f8,00000000-0000-0000-0000-000000000410,00000000-0000-0000-0000-000000000067,2026-01-19T06:43:23.161873+00:00,2026-01-19T16:43:23.161873+00:00,10.0,19.1,2026-01-20T12:49:23.161873+00:00,normal,True
00000000-0000-0000-0000-0000000007f9,00000000-0000-0000-0000-000000000411,00000000-0000-0000-0000-000000000064,2026-01-19T08:54:01.409716+00:00,2026-01-19T08:54:01.409716+00:00,0.0,13.3,2026-01-19T23:12:01.409716+00:00,low,True
00000000-0000-0000-0000-0000000007fa,00000000-0000-0000-0000-000000000412,00000000-0000-0000-0000-000000000065,2026-01-19T11:11:21.341212+00:00,2026-01-19T15:05:21.341212+00:00,3.9,8.5,2026-01-20T00:35:21.341212+00:00,normal,True
00000000-0000-0000-0000-0000000007fb,00000000-0000-0000-0000-000000000413,00000000-0000-0000-0000-000000000067,2026-01-19T12:25:40.317965+00:00,2026-01-19T12:25:40.317965+00:00,0.0,14.0,2026-01-20T03:25:40.317965+00:00,critical,True
00000000-0000-0000-0000-0000000007fc,00000000-0000-0000-0000-000000000414,00000000-0000-0000-0000-000000000067,2026-01-19T16:00:33.973235+00:00,2026-01-19T16:00:33.973235+00:00,0.0,15.3,2026-01-20T08:18:33.973235+00:00,normal,True
00000000-0000-0000-0000-0000000007fd,00000000-0000-0000-0000-000000000415,00000000-0000-0000-0000-000000000066,2026-01-19T16:31:24.907357+00:00,2026-01-19T16:31:24.907357+00:00,0.0,5.6,2026-01-19T23:07:24.907357+00:00,critical,True
00000000-0000-0000-0000-0000000007fe,00000000-0000-0000-0000-000000000416,00000000-0000-0000-0000-000000000064,2026-01-19T17:04:41.201030+00:00,2026-01-19T17:04:41.201030+00:00,0.0,14.4,2026-01-20T08:28:41.201030+00:00,low,True
00000000-0000-0000-0000-0000000007ff,00000000-0000-0000-0000-000000000417,00000000-0000-0000-0000-000000000066,2026-01-19T20:27:36.330612+00:00,2026-01-19T17:57:36.330612+00:00,-2.5,4.7,2026-01-19T23:39:36.330612+00:00,normal,True
00000000-0000-0000-0000-000000000800,00000000-0000-0000-0000-000000000418,00000000-0000-0000-0000-000000000067,2026-01-19T23:03:40.549795+00:00,2026-01-19T23:03:40.549795+00:00,0.0,19.8,2026-01-20T19:51:40.549795+00:00,low,True
00000000-0000-0000-0000-000000000801,00000000-0000-0000-0000-000000000419,00000000-0000-0000-0000-000000000069,2026-01-20T02:42:56.056477+00:00,2026-01-20T00:18:56.056477+00:00,-2.4,9.2,2026-01-20T10:30:56.056477+00:00,normal,True
00000000-0000-0000-0000-000000000802,00000000-0000-0000-0000-00000000041a,00000000-0000-0000-0000-000000000067,2026-01-20T03:50:42.061022+00:00,2026-01-20T01:38:42.061022+00:00,-2.2,9.5,2026-01-20T12:08:42.061022+00:00,high,True
00000000-0000-0000-0000-000000000803,00000000-0000-0000-0000-00000000041b,00000000-0000-0000-0000-000000000067,2026-01-20T04:35:35.548460+00:00,2026-01-20T04:35:35.548460+00:00,0.0,19.2,2026-01-21T00:47:35.548460+00:00,normal,True
00000000-0000-0000-0000-000000000804,00000000-0000-0000-0000-00000000041c,00000000-0000-0000-0000-000000000067,2026-01-20T08:04:12.215929+00:00,2026-01-20T08:04:12.215929+00:00,0.0,20.7,2026-01-21T05:46:12.215929+00:00,normal,True
00000000-0000-0000-0000-000000000805,00000000-0000-0000-0000-00000000041d,00000000-0000-0000-0000-000000000067,2026-01-20T10:40:36.704965+00:00,2026-01-21T00:34:36.704965+00:00,13.9,19.6,2026-01-21T21:10:36.704965+00:00,low,True
00000000-0000-0000-0000-000000000806,00000000-0000-0000-0000-00000000041e,00000000-0000-0000-0000-000000000064,2026-01-20T12:19:38.777705+00:00,2026-01-20T18:13:38.777705+00:00,5.9,14.7,2026-01-21T09:55:38.777705+00:00,normal,True
00000000-0000-0000-0000-000000000807,00000000-0000-0000-0000-00000000041f,00000000-0000-0000-0000-000000000069,2026-01-20T14:29:20.592832+00:00,2026-01-20T12:29:20.592832+00:00,-2.0,13.6,2026-01-21T03:05:20.592832+00:00,high,True
00000000-0000-0000-0000-000000000808,00000000-0000-0000-0000-000000000420,00000000-0000-0000-0000-000000000067,2026-01-20T14:59:30.225434+00:00,2026-01-20T14:59:30.225434+00:00,0.0,20.8,2026-01-21T12:47:30.225434+00:00,normal,True
00000000-0000-0000-0000-000000000809,00000000-0000-0000-0000-000000000421,00000000-0000-0000-0000-000000000067,2026-01-20T17:04:13.511545+00:00,2026-01-20T20:10:13.511545+00:00,3.1,15.1,2026-01-21T12:16:13.511545+00:00,normal,True
00000000-0000-0000-0000-00000000080a,00000000-0000-0000-0000-000000000422,00000000-0000-0000-0000-000000000067,2026-01-20T17:48:13.837247+00:00,2026-01-20T17:48:13.837247+00:00,0.0,21.0,2026-01-21T15:48:13.837247+00:00,normal,True
00000000-0000-0000-0000-00000000080b,00000000-0000-0000-0000-000000000423,00000000-0000-0000-0000-000000000067,2026-01-20T20:39:54.898655+00:00,2026-01-21T00:21:54.898655+00:00,3.7,21.0,2026-01-21T22:21:54.898655+00:00,normal,True
00000000-0000-0000-0000-00000000080c,00000000-0000-0000-0000-000000000424,00000000-0000-0000-0000-000000000069,2026-01-20T21:19:52.220696+00:00,2026-01-20T21:19:52.220696+00:00,0.0,5.3,2026-01-21T03:37:52.220696+00:00,normal,True
00000000-0000-0000-0000-00000000080d,00000000-0000-0000-0000-000000000425,00000000-0000-0000-0000-000000000069,2026-01-21T01:08:02.953457+00:00,2026-01-21T01:08:02.953457+00:00,0.0,7.7,2026-01-21T09:50:02.953457+00:00,high,True
00000000-0000-0000-0000-00000000080e,00000000-0000-0000-0000-000000000426,00000000-0000-0000-0000-000000000067,2026-01-21T04:23:00.556622+00:00,2026-01-21T13:53:00.556622+00:00,9.5,13.8,2026-01-22T04:41:00.556622+00:00,normal,True
00000000-0000-0000-0000-00000000080f,00000000-0000-0000-0000-000000000427,00000000-0000-0000-0000-000000000067,2026-01-21T07:22:42.886580+00:00,2026-01-21T18:58:42.886580+00:00,11.6,9.4,2026-01-22T05:22:42.886580+00:00,normal,True
00000000-0000-0000-0000-000000000810,00000000-0000-0000-0000-000000000428,00000000-0000-0000-0000-000000000064,2026-01-21T08:06:27.014477+00:00,2026-01-21T11:42:27.014477+00:00,3.6,7.3,2026-01-21T20:00:27.014477+00:00,low,True
